"","CODE","POSTCODE","NUMBER_OF_PATIENTS"
"5593","M87016","DY3 1AF",6913
"5594","M87017","DY1 1RT",8410
"5595","M87018","DY6 9JG",6347
"5596","M87019","DY9 8LL",6590
"5597","M87020","B62 9DR",9567
"5598","M87021","WV14 9DJ",7029
"5599","M87023","DY8 5PD",9597
"5600","M87024","DY9 9DS",21919
"5601","M87025","DY1 1RN",5148
"5602","M87026","DY1 2BY",5027
"5603","M87027","DY5 2AE",4607
"5604","M87028","DY2 9PU",7858
"5605","M87030","DY9 8DJ",4064
"5606","M87034","B62 9LR",4978
"5607","M87036","DY2 8TH",3808
"5608","M87037","DY3 3QY",6489
"5609","M87041","DY6 8PN",5609
"5610","M87601","DY1 2ER",6674
"5611","M87602","B63 4WD",9966
"5612","M87605","DY2 7BX",3994
"5613","M87612","DY1 2BY",2449
"5614","M87617","DY2 9PU",5070
"5615","M87618","DY5 3JR",2978
"5616","M87620","DY1 2TY",5962
"5617","M87621","DY3 1LS",2952
"5618","M87623","B63 3UH",3003
"5619","M87628","DY9 8BT",2648
"5620","M87638","DY5 2JS",3635
"5621","M88001","WS10 0EB",7782
"5622","M88002","B66 3BQ",8871
"5623","M88003","B68 0RT",11127
"5624","M88004","B65 0BA",45018
"5625","M88007","WS10 9HP",9430
"5626","M88008","B71 3LN",5344
"5627","M88009","B66 3PZ",9415
"5628","M88010","DY4 0SZ",8418
"5629","M88013","DY4 8PX",14306
"5630","M88014","B70 0PU",5461
"5631","M88015","B43 7HB",11785
"5632","M88016","B64 6JN",1958
"5633","M88018","B69 4DE",19991
"5634","M88019","B66 4ES",2580
"5635","M88021","B43 6EE",11401
"5636","M88022","WS10 7AR",4131
"5637","M88023","WS10 0EB",4254
"5638","M88026","B69 1HE",4650
"5639","M88030","B64 6JE",6098
"5640","M88031","B65 9AF",4025
"5641","M88035","B70 0HN",3604
"5642","M88038","B70 7AW",14022
"5643","M88040","B66 1HB",7892
"5644","M88041","B66 2DD",3442
"5645","M88042","B67 5BP",4814
"5646","M88043","B64 7HG",6696
"5647","M88044","B70 8PG",3915
"5648","M88600","DY4 8SS",3590
"5649","M88610","B67 6AJ",4563
"5650","M88612","DY4 0SN",3986
"5651","M88616","DY4 7EY",12685
"5652","M88618","B69 2LD",2121
"5653","M88619","B70 7AW",8921
"5654","M88620","B68 8LJ",2881
"5655","M88625","B70 7AW",3244
"5656","M88626","B70 6JX",2547
"5657","M88627","WS10 7AR",2241
"5658","M88628","B70 8HQ",3125
"5659","M88630","B71 3AS",5349
"5660","M88633","B67 7LU",5471
"5661","M88635","B68 9LZ",1970
"5662","M88639","B70 6JX",2980
"5663","M88640","B68 9SZ",3487
"5664","M88643","WS10 7EH",5087
"5665","M88645","B68 9DU",10650
"5666","M88646","B70 7AW",2088
"5667","M88647","B68 8JB",4479
"5668","M91003","WV12 5XZ",7298
"5669","M91004","WS2 8DA",9916
"5670","M91006","WS8 7JG",4188
"5671","M91007","WS9 9LP",9796
"5672","M91008","WS1 3EP",8729
"5673","M91009","WS9 9NP",5658
"5674","M91010","WS9 8AJ",8925
"5675","M91011","WS1 2LX",7141
"5676","M91013","WV13 2DR",10209
"5677","M91014","WS1 3PS",2676
"5678","M91015","WS1 1UG",9189
"5679","M91016","WV12 5RZ",6500
"5680","M91017","WS9 8AJ",10056
"5681","M91018","WS1 1YB",3348
"5682","M91019","WS4 1HB",15153
"5683","M91020","WS1 2NL",5266
"5684","M91021","WV13 2DR",8115
"5685","M91024","WS3 4LN",2430
"5686","M91026","WS10 8SY",4983
"5687","M91028","WS2 0BA",8536
"5688","M91029","WS3 2TA",5154
"5689","M91032","B43 7NF",4788
"5690","M91033","WV13 2DR",5235
"5691","M91034","WS3 3JP",4801
"5692","M91036","WS3 1ET",3068
"5693","M91602","WS3 3JP",2051
"5694","M91609","WS8 7JG",1904
"5695","M91611","WS2 7EZ",2728
"5696","M91612","WS3 3JP",3041
"5697","M91613","WS2 9PL",9708
"5698","M91614","WS2 0BA",6967
"5699","M91616","WS2 9HY",7695
"5700","M91619","WS1 3HD",5395
"5701","M91621","WS1 4JQ",4788
"5702","M91623","WS3 3RT",1741
"5703","M91624","WS10 8TF",3085
"5704","M91626","WS8 7JB",4481
"5705","M91628","WS1 3PS",2980
"5706","M91629","WS2 8QH",6195
"5707","M91637","B74 3PL",3579
"5708","M91639","WS9 9NP",1810
"5709","M91640","WS10 8NQ",3840
"5710","M91641","WS10 9JS",4044
"5711","M91647","WS3 3JP",4913
"5712","M91650","WS3 3JP",9210
"5713","M91654","WS3 4LX",2913
"5714","M91659","WS1 3PS",2891
"5715","M91660","WS10 8SY",4994
"5716","M92001","WV10 9PG",3350
"5717","M92002","WV11 1XU",8400
"5718","M92004","WV10 8RN",2891
"5719","M92006","WV3 7NA",4540
"5720","M92007","WV3 0LS",6649
"5721","M92008","WV3 8JN",12457
"5722","M92009","WV11 1HT",13736
"5723","M92010","WV6 9LL",11850
"5724","M92011","WV4 5PY",10925
"5725","M92012","WV2 3AN",10433
"5726","M92013","WV10 0BD",7001
"5727","M92014","WV10 6AR",2156
"5728","M92015","WV14 6PW",3323
"5729","M92016","WV6 0PS",19836
"5730","M92019","WV10 8LY",6375
"5731","M92022","WV11 2LH",4164
"5732","M92026","WV11 2JN",3814
"5733","M92028","WV1 1JP",9960
"5734","M92029","WV6 0DE",5294
"5735","M92039","WV10 8PJ",6879
"5736","M92040","WV1 2GZ",9844
"5737","M92041","WV10 6UF",4544
"5738","M92042","WV1 4PW",3939
"5739","M92043","WV3 7LR",6228
"5740","M92044","WV4 4PS",4194
"5741","M92607","WV6 0QL",15571
"5742","M92609","WV10 6QX",5676
"5743","M92612","WV2 2AU",38359
"5744","M92627","WV14 6PW",3679
"5745","M92629","WV10 6RU",3842
"5746","M92630","WV1 2LW",5628
"5747","M92640","WV6 0DD",2547
"5748","M92649","WV14 6PW",3728
"5749","M92654","WV10 9SX",7608
"5750","Y00228","WS1 4JQ",2358
"5751","Y00278","WS10 8SY",3094
"5752","Y00412","B21 9RY",5600
"5753","Y00471","B18 7BA",6754
"5754","Y00492","B18 7AL",8479
"5755","Y01057","B4 6HA",981
"5756","Y01756","B63 3HN",5911
"5757","Y02212","DY2 0EF",2602
"5758","Y02626","WV13 2NY",4758
"5759","Y02627","WS3 1LZ",12551
"5760","Y02636","WV3 0JH",5759
"5761","Y02653","DY5 1RU",3959
"5762","Y02701","B70 0BF",9418
"5763","Y02736","WV10 9ST",6028
"5764","Y02757","WV14 0EE",12893
"5765","Y06378","B18 7AL",6122
"5766","H81013","GU16 6QQ",27281
"5767","H81027","GU9 9QS",17526
"5768","H81039","GU19 5AQ",6802
"5769","H81040","GU16 7HG",8008
"5770","H81047","TW20 0PF",11653
"5771","H81069","GU15 2NN",21475
"5772","H81075","GU15 2HJ",11574
"5773","H81082","GU15 2QA",9749
"5774","H81088","GU9 7PA",12730
"5775","H81110","GU10 4TG",6273
"5776","H81130","GU18 5SQ",13050
"5777","H81615","GU10 3RB",13233
"5778","J82015","GU14 8QB",8668
"5779","J82049","GU17 0DD",28858
"5780","J82066","GU11 1AY",22263
"5781","J82067","GU14 0NP",17895
"5782","J82099","GU52 7US",14614
"5783","J82110","GU51 4PE",14787
"5784","J82120","GU14 7AW",9642
"5785","J82125","GU14 0HQ",8871
"5786","J82135","GU51 4JX",13675
"5787","J82142","GU12 4DN",10148
"5788","J82178","GU11 1BJ",10199
"5789","J82181","GU14 8UE",9613
"5790","J82198","GU11 1AY",4225
"5791","J82628","GU10 5RF",5486
"5792","J82630","GU14 6DH",5793
"5793","K81001","RG12 9LH",15103
"5794","K81005","SL2 5JP",4378
"5795","K81006","GU47 0UB",18962
"5796","K81010","SL5 0AE",7511
"5797","K81015","SL6 3NW",3546
"5798","K81018","SL6 6JJ",10274
"5799","K81019","SL6 2SR",4135
"5800","K81020","SL6 8AN",19241
"5801","K81021","SL3 9EX",10159
"5802","K81024","SL3 8LE",20661
"5803","K81028","SL5 0QJ",9172
"5804","K81030","RG12 7WW",21852
"5805","K81034","SL1 3NY",11611
"5806","K81036","SL6 8AJ",10858
"5807","K81039","SL2 2DG",7373
"5808","K81042","SL6 9HX",7809
"5809","K81043","SL1 1TT",15912
"5810","K81046","SL4 3EW",7270
"5811","K81059","RG42 3JP",10185
"5812","K81060","RG42 5JG",11806
"5813","K81066","SL6 6EL",11602
"5814","K81068","SL4 1BZ",9435
"5815","K81074","SL4 5AS",16569
"5816","K81075","SL2 1HD",25874
"5817","K81076","SL5 7GB",9693
"5818","K81082","SL1 5ND",11009
"5819","K81083","SL1 6BB",13827
"5820","K81084","SL6 8DS",7142
"5821","K81085","SL1 3DQ",7007
"5822","K81086","SL1 3XU",10812
"5823","K81087","RG12 7BB",5956
"5824","K81089","SL1 2PX",3209
"5825","K81094","RG12 8WY",4203
"5826","K81097","SL6 3PH",5865
"5827","K81607","SL6 7DQ",3477
"5828","K81608","SL1 5PP",5134
"5829","K81610","RG12 9PG",20999
"5830","K81616","SL2 5JE",5219
"5831","K81630","SL4 6AP",13981
"5832","K81645","SL2 5JP",6969
"5833","K81655","SL5 7GB",5680
"5834","K81656","RG12 0TH",5786
"5835","K81657","RG12 1LH",5462
"5836","Y00265","SL1 2BJ",11652
"5837","Y00437","SL3 8HD",9945
"5838","J82001","SO16 3BD",9330
"5839","J82002","SO16 8HY",12850
"5840","J82005","PO9 6BN",4409
"5841","J82006","PO12 3PN",13263
"5842","J82007","BH25 5JP",33465
"5843","J82008","SO30 3PY",7712
"5844","J82009","PO10 7DD",13809
"5845","J82010","PO9 1DQ",18814
"5846","J82012","PO16 9TU",10137
"5847","J82016","SO20 6HG",9165
"5848","J82017","SP10 3LD",14118
"5849","J82018","SO50 8AU",18848
"5850","J82019","SO53 2LH",14690
"5851","J82020","SO50 9AG",6476
"5852","J82021","PO11 9AP",8807
"5853","J82022","SO15 5SY",12028
"5854","J82024","SO16 4XE",21367
"5855","J82025","SP10 3JY",14106
"5856","J82026","PO16 7ER",14740
"5857","J82033","PO15 6QA",9059
"5858","J82034","PO17 5GU",13437
"5859","J82035","SO23 8AD",17322
"5860","J82036","GU32 1LR",2708
"5861","J82039","BH24 1JY",11131
"5862","J82040","SO18 6TG",15488
"5863","J82041","PO9 2AT",7608
"5864","J82042","GU35 8LH",15810
"5865","J82050","SO22 5DD",21397
"5866","J82051","SO31 4NQ",17882
"5867","J82053","SP10 1HA",9708
"5868","J82056","SO45 5WX",23122
"5869","J82058","RG21 7AP",20177
"5870","J82059","GU34 5EW",7067
"5871","J82061","RG29 1JY",12007
"5872","J82062","SO16 4AH",15510
"5873","J82063","SO50 9AG",8552
"5874","J82064","SO32 1GR",13477
"5875","J82069","RG22 4EH",42203
"5876","J82071","SO50 5PT",11362
"5877","J82072","SO45 4JA",11749
"5878","J82074","SO51 8ED",14860
"5879","J82075","SO41 9ND",6892
"5880","J82076","SO19 9AL",15231
"5881","J82079","RG26 5BH",7677
"5882","J82080","SO17 1BJ",21293
"5883","J82081","SO14 1LT",22811
"5884","J82082","SP10 5DE",13327
"5885","J82083","PO12 3JP",36386
"5886","J82084","PO12 3PW",4574
"5887","J82087","SO16 2JA",7303
"5888","J82088","SO15 3UA",13409
"5889","J82089","SO30 4FQ",17691
"5890","J82092","SO16 5ST",8232
"5891","J82094","RG26 4ER",19720
"5892","J82098","GU32 3AB",21329
"5893","J82101","SO19 0HS",19087
"5894","J82103","SP10 1DP",12532
"5895","J82104","PO14 2JP",12706
"5896","J82106","SO21 3LE",6933
"5897","J82112","SO40 8WU",24146
"5898","J82115","SO15 3FH",5670
"5899","J82116","SO21 1QY",9832
"5900","J82119","PO7 6NR",9574
"5901","J82121","SO52 9EP",9784
"5902","J82122","SO14 6UX",10119
"5903","J82124","SO24 9JL",9989
"5904","J82126","SO15 5AL",4746
"5905","J82128","SO19 9AN",9003
"5906","J82129","SO42 7RY",7840
"5907","J82130","SO22 6EL",24266
"5908","J82131","SP6 1RS",12392
"5909","J82132","SO40 3PY",13128
"5910","J82134","PO7 7AH",27585
"5911","J82136","GU34 1RJ",9940
"5912","J82138","RG27 8QJ",18197
"5913","J82139","SO41 9GJ",16032
"5914","J82143","SO53 2ZH",16685
"5915","J82144","RG21 7AN",27422
"5916","J82145","SO51 8EN",18865
"5917","J82146","SO43 7EW",5535
"5918","J82147","PO8 0QL",8036
"5919","J82150","BH24 1SD",12045
"5920","J82151","BH23 8AD",4864
"5921","J82152","PO13 0HR",8865
"5922","J82154","PO15 6JF",38724
"5923","J82156","SO45 6AW",7154
"5924","J82157","GU34 2QX",15210
"5925","J82161","PO16 9AD",10308
"5926","J82163","PO8 8DL",16139
"5927","J82164","GU30 7DR",11308
"5928","J82169","SO50 4QP",7982
"5929","J82174","SO31 6DX",13668
"5930","J82180","SO18 3RA",6350
"5931","J82183","SO17 2GN",6050
"5932","J82184","GU35 0BS",3207
"5933","J82196","PO9 2AQ",14397
"5934","J82197","GU10 5LP",3655
"5935","J82201","GU31 4JR",7610
"5936","J82207","SO15 5DD",9697
"5937","J82208","SO19 9RL",5987
"5938","J82210","PO11 9AP",9199
"5939","J82213","SO16 4NZ",6004
"5940","J82214","RG28 7AE",9512
"5941","J82215","PO13 9JG",12471
"5942","J82216","SO31 7DQ",12259
"5943","J82217","SO14 0LT",455
"5944","J82218","RG24 8ND",15903
"5945","J82220","RG22 4AQ",7925
"5946","J82605","SO15 2HQ",4294
"5947","J82622","SO19 9GH",37931
"5948","J82625","GU34 5HG",4306
"5949","J82633","GU33 7AD",4130
"5950","J82639","RG20 5QX",18619
"5951","J82640","PO8 0BN",6063
"5952","J82646","PO9 3HN",9579
"5953","J82663","SO17 1PJ",5935
"5954","J82669","PO13 9SP",8551
"5955","J84003","PO38 1EZ",8541
"5956","J84004","PO32 6RP",8685
"5957","J84005","PO33 2EH",9267
"5958","J84007","PO33 1UG",6967
"5959","J84008","PO33 2QG",5667
"5960","J84011","PO30 1NR",23873
"5961","J84012","PO33 1LP",13644
"5962","J84013","PO36 9GA",27323
"5963","J84015","PO31 7ER",15352
"5964","J84016","PO38 2BN",6284
"5965","J84017","PO30 1PR",9173
"5966","J84019","PO40 9DT",11065
"5967","Y01281","PO8 8XL",4465
"5968","Y07014","RG24 9DT",13396
"5969","E81001","LU2 0NN",3385
"5970","E81002","MK45 2SB",10230
"5971","E81003","LU7 1AR",18707
"5972","E81004","LU7 1RS",11700
"5973","E81005","LU1 1BW",10336
"5974","E81006","LU2 9AU",9480
"5975","E81007","MK43 7DX",6381
"5976","E81008","LU4 0TR",13038
"5977","E81009","LU6 1SF",11726
"5978","E81010","LU4 9QZ",8625
"5979","E81012","SG19 2QS",12469
"5980","E81013","LU1 3AG",16981
"5981","E81014","LU6 3SU",16979
"5982","E81015","MK45 1DW",14305
"5983","E81016","LU4 8DG",6371
"5984","E81018","LU3 1RW",11769
"5985","E81019","MK42 0NT",20311
"5986","E81021","MK40 4HR",12496
"5987","E81022","SG5 4HB",14079
"5988","E81024","MK44 1PZ",5838
"5989","E81025","LU4 9FJ",6999
"5990","E81026","LU2 9SB",9436
"5991","E81027","LU5 5EZ",11856
"5992","E81028","LU3 1HA",14644
"5993","E81029","MK41 9JE",16875
"5994","E81030","MK42 9DJ",9069
"5995","E81031","MK44 3HX",5250
"5996","E81032","LU1 1HH",30009
"5997","E81033","SG17 5FS",18203
"5998","E81034","LU5 6DE",7632
"5999","E81035","SG19 1JQ",8815
"6000","E81036","SG18 0RA",14033
"6001","E81037","MK40 2TX",38062
"6002","E81038","MK42 8QD",21675
"6003","E81040","LU3 3AH",9242
"6004","E81041","LU3 2NS",13368
"6005","E81043","MK43 0LA",11155
"6006","E81044","LU7 1LB",20094
"6007","E81045","LU5 4RS",9418
"6008","E81046","MK45 4TA",11752
"6009","E81047","MK40 3DB",14254
"6010","E81048","LU1 1RW",8505
"6011","E81049","MK41 6GA",7659
"6012","E81050","MK17 8QP",12149
"6013","E81052","LU6 3JH",8653
"6014","E81057","SG18 8DJ",20814
"6015","E81060","MK40 2DQ",6227
"6016","E81061","SG16 6JJ",6306
"6017","E81063","LU4 8JD",8219
"6018","E81064","LU3 4BG",6341
"6019","E81065","LU4 8BY",4298
"6020","E81069","LU1 4EE",5158
"6021","E81073","LU1 3UA",15761
"6022","E81074","MK45 2TG",11435
"6023","E81076","LU4 0PF",4143
"6024","E81077","MK45 2SB",7718
"6025","E81612","LU4 9NN",5917
"6026","E81615","MK40 1DS",3977
"6027","E81617","LU2 9AU",4585
"6028","E81631","LU3 1BD",4790
"6029","E81632","LU3 4AD",7844
"6030","E81633","LU3 2JG",4120
"6031","E81635","LU5 4RU",3683
"6032","K82003","MK12 5DF",16062
"6033","K82009","MK11 1YA",10901
"6034","K82013","MK2 2EH",13223
"6035","K82015","MK3 6EN",10708
"6036","K82016","MK16 8QT",22337
"6037","K82025","MK15 8AJ",11411
"6038","K82026","MK3 7QU",21580
"6039","K82027","MK14 6BL",6713
"6040","K82032","MK14 6GL",12037
"6041","K82039","MK2 2TX",14468
"6042","K82054","MK6 4NE",10514
"6043","K82057","MK46 5QG",8375
"6044","K82059","MK2 2DJ",7742
"6045","K82060","MK14 6JY",3831
"6046","K82064","MK6 2LR",7697
"6047","K82065","MK13 8RN",19513
"6048","K82067","MK8 9HN",16348
"6049","K82074","MK16 0JR",4752
"6050","K82076","MK5 6EY",12270
"6051","K82610","MK6 4NG",8392
"6052","K82615","MK7 7PB",12079
"6053","K82617","MK11 1YA",7504
"6054","K82631","MK10 9BQ",16066
"6055","K82633","MK4 4EN",15170
"6056","Y00260","SG15 6SN",4720
"6057","Y00328","MK40 3NE",3403
"6058","Y00522","MK40 4GH",8780
"6059","Y00560","MK43 9JJ",8802
"6060","Y00561","MK42 0GS",4043
"6061","Y02332","LU4 8BY",10292
"6062","Y02463","LU1 2SE",12436
"6063","Y02900","MK10 7HN",17062
"6064","Y06810","MK8 1EQ",4885
"6065","M82002","SY3 5LZ",11057
"6066","M82003","TF3 1FB",24431
"6067","M82004","WV16 4EN",16227
"6068","M82005","SY11 2RB",9254
"6069","M82006","SY1 1PQ",11268
"6070","M82007","TF2 6AQ",15774
"6071","M82008","SY6 6BL",7349
"6072","M82009","TF4 2AA",10123
"6073","M82010","TF9 3AL",17918
"6074","M82011","SY4 4JS",4447
"6075","M82012","TF2 8EA",14613
"6076","M82013","SY5 9QX",2790
"6077","M82014","SY8 2AB",8789
"6078","M82016","SY3 6DU",10074
"6079","M82017","SY4 5PS",4659
"6080","M82018","SY3 0PF",6664
"6081","M82019","TF13 6BL",8297
"6082","M82020","SY10 8HL",3789
"6083","M82021","WV7 3DT",8159
"6084","M82022","SY11 1RD",13851
"6085","M82023","SY4 2DR",7327
"6086","M82024","WV16 6SS",3771
"6087","M82025","SY12 0DB",20769
"6088","M82026","SY11 1GA",13046
"6089","M82028","TF10 7HG",15719
"6090","M82030","SY5 0RF",10364
"6091","M82031","WV16 6HG",3284
"6092","M82032","SY1 4RQ",16962
"6093","M82033","SY9 5ER",5532
"6094","M82034","SY1 1RL",7758
"6095","M82035","SY4 5AF",12051
"6096","M82038","TF11 8AJ",11742
"6097","M82039","TF1 1PZ",14894
"6098","M82040","SY3 7QR",6309
"6099","M82041","DY14 8DB",7129
"6100","M82042","TF7 5NR",6377
"6101","M82043","SY8 1GT",7632
"6102","M82046","SY7 9PY",4046
"6103","M82047","SY2 6DL",9535
"6104","M82048","SY2 5LS",6254
"6105","M82051","TF12 5EL",4652
"6106","M82056","TF10 7EN",13883
"6107","M82057","TF3 2EW",6324
"6108","M82058","TF9 3NF",3450
"6109","M82059","TF5 0LW",13621
"6110","M82060","SY3 7JS",8315
"6111","M82601","WV15 6NG",2355
"6112","M82606","TF8 7DT",5092
"6113","M82616","TF7 5EE",7030
"6114","M82620","SY7 8HZ",3030
"6115","Y01929","TF3 2JZ",49735
"6116","Y02495","SY3 8XQ",207
"6117","E84002","HA9 9HA",6920
"6118","E84003","HA0 4UZ",10657
"6119","E84004","HA3 7LT",8377
"6120","E84005","HA2 9JH",7386
"6121","E84006","NW10 5UY",17267
"6122","E84007","HA9 9TW",5464
"6123","E84008","HA2 8RS",10546
"6124","E84009","HA3 5HF",12323
"6125","E84011","NW10 9AR",1692
"6126","E84012","NW2 3PS",8991
"6127","E84013","NW10 9HP",7974
"6128","E84014","HA8 5AT",8668
"6129","E84015","NW9 9AD",15850
"6130","E84017","HA0 1EZ",8588
"6131","E84018","HA3 9BP",7763
"6132","E84020","HA8 5LP",6451
"6133","E84021","NW10 2PT",13967
"6134","E84022","HA2 0UE",7464
"6135","E84024","HA5 3EE",19434
"6136","E84025","NW6 6RR",21799
"6137","E84028","NW10 8RY",7122
"6138","E84030","HA3 9SN",4419
"6139","E84031","NW10 8TF",9131
"6140","E84032","HA9 9FX",8411
"6141","E84033","HA9 9FX",7394
"6142","E84036","NW2 6JH",9614
"6143","E84039","HA7 1JP",15290
"6144","E84040","HA1 4JS",4531
"6145","E84042","NW6 5AY",7965
"6146","E84044","HA1 2NU",10403
"6147","E84048","NW9 9SB",7965
"6148","E84049","NW9 9BY",5827
"6149","E84051","HA0 4JF",5649
"6150","E84053","HA5 4RD",3811
"6151","E84057","HA7 1HS",13389
"6152","E84058","HA2 0RQ",25924
"6153","E84059","UB6 0RA",4582
"6154","E84061","HA5 4EA",11147
"6155","E84062","HA2 0AH",4956
"6156","E84063","HA0 2AL",7606
"6157","E84066","HA9 6PW",34374
"6158","E84067","NW9 8LU",9421
"6159","E84068","HA2 7DU",15642
"6160","E84069","HA3 7LT",13527
"6161","E84070","HA1 4QG",4970
"6162","E84074","NW10 4ST",9936
"6163","E84075","HA8 5QL",10067
"6164","E84076","NW2 6EA",6643
"6165","E84078","NW9 0EF",4563
"6166","E84080","NW2 5HA",8786
"6167","E84083","HA1 3QE",6000
"6168","E84086","NW2 4RT",7531
"6169","E84601","HA3 0YX",8192
"6170","E84617","HA1 1SE",5567
"6171","E84620","HA9 8LB",6828
"6172","E84626","HA0 4UZ",3564
"6173","E84635","HA9 6QL",5593
"6174","E84637","NW10 8RY",4291
"6175","E84638","HA0 4JB",5841
"6176","E84645","NW10 7NS",8443
"6177","E84646","HA3 9BL",7639
"6178","E84647","HA3 0UQ",3127
"6179","E84653","HA8 0AD",3061
"6180","E84656","NW10 3RY",5628
"6181","E84658","HA3 5LE",5124
"6182","E84663","HA3 0YX",7917
"6183","E84665","NW2 7SA",9295
"6184","E84674","NW2 3AN",5580
"6185","E84676","HA2 6LY",3436
"6186","E84678","HA9 8JZ",4368
"6187","E84680","HA1 1PG",5010
"6188","E84681","HA1 1RQ",4044
"6189","E84684","HA9 9DS",3942
"6190","E84685","HA0 3HG",8418
"6191","E84693","HA1 4BS",8189
"6192","E84699","NW9 0QP",3771
"6193","E84701","HA0 4UZ",4932
"6194","E84702","NW2 3UY",7720
"6195","E84704","NW2 6JH",2309
"6196","E84709","HA9 8HD",13940
"6197","E84713","HA3 7LT",4355
"6198","E85001","TW7 4HQ",8723
"6199","E85003","W14 9PR",19483
"6200","E85004","TW8 8DS",6443
"6201","E85005","W12 0PT",3725
"6202","E85006","UB2 4XQ",4894
"6203","E85007","TW1 1NE",12992
"6204","E85008","SW6 1TN",6940
"6205","E85012","UB1 3HY",5104
"6206","E85013","W7 1DR",4945
"6207","E85014","W13 9QP",8973
"6208","E85015","TW3 3ET",8335
"6209","E85016","W6 7HY",10685
"6210","E85018","TW5 9ER",1928
"6211","E85019","W3 8SA",8904
"6212","E85020","W6 7EG",15980
"6213","E85021","UB5 6LD",7039
"6214","E85023","UB1 2RL",2613
"6215","E85024","TW14 0AX",5200
"6216","E85025","SW6 5PX",11413
"6217","E85026","W13 9NZ",14960
"6218","E85028","W3 9RA",8978
"6219","E85029","SW6 6BQ",13195
"6220","E85030","W4 1RX",7573
"6221","E85032","W12 9BP",4814
"6222","E85033","W6 9DU",11428
"6223","E85034","W13 9BE",5894
"6224","E85035","TW13 6AJ",5641
"6225","E85038","SW6 6JD",5310
"6226","E85040","W4 1RX",9678
"6227","E85041","W7 1DR",5891
"6228","E85042","W12 9RD",6039
"6229","E85045","TW13 6HD",3671
"6230","E85046","UB6 9RB",5919
"6231","E85048","W12 7FG",7566
"6232","E85049","UB2 5DU",8088
"6233","E85050","UB6 8QH",7683
"6234","E85051","W7 3AH",5465
"6235","E85052","TW5 9RG",7041
"6236","E85053","UB5 4AT",3734
"6237","E85054","UB6 7HQ",10871
"6238","E85055","W12 8PP",12194
"6239","E85056","TW13 4GU",7894
"6240","E85057","W5 1TP",9757
"6241","E85058","TW3 3LN",7717
"6242","E85059","TW3 3LN",8759
"6243","E85060","TW3 2DY",6298
"6244","E85061","UB2 4EY",4852
"6245","E85062","TW3 1NL",13560
"6246","E85064","UB5 6QN",4733
"6247","E85066","W4 5LH",3622
"6248","E85069","UB6 8RA",4845
"6249","E85071","TW13 5AD",1674
"6250","E85074","W6 7BL",4402
"6251","E85075","W4 1BB",4285
"6252","E85077","W12 7LS",3616
"6253","E85083","UB1 2TJ",6411
"6254","E85088","W7 3DD",5345
"6255","E85090","UB2 4EH",4641
"6256","E85091","W5 1AQ",1404
"6257","E85096","UB1 1BW",6352
"6258","E85098","UB5 5RG",5453
"6259","E85099","W13 8LA",4524
"6260","E85103","UB1 2PH",3590
"6261","E85107","W3 8QH",7268
"6262","E85108","UB5 5HB",4821
"6263","E85109","W3 8QE",4234
"6264","E85111","UB6 8HX",5109
"6265","E85112","UB6 0PA",6047
"6266","E85113","TW3 2DY",7367
"6267","E85114","UB2 5QY",7562
"6268","E85115","TW14 9EF",3481
"6269","E85116","W7 1DR",6034
"6270","E85118","SW6 1BG",6708
"6271","E85119","UB1 1LA",11575
"6272","E85120","W13 8ER",8451
"6273","E85121","UB1 1EQ",12995
"6274","E85122","W5 3TX",14920
"6275","E85123","W5 2HS",8677
